tau,SCS,OSQP,COSMO
4.412092863191189,0.981,0.994,0.877
4.452958509942655,0.981,0.994,0.878
4.494202662119142,0.982,0.994,0.881
4.535828825510188,0.982,0.994,0.884
4.577840538376619,0.982,0.994,0.885
4.6202413717513116,0.983,0.994,0.885
4.663034929742731,0.984,0.994,0.888
4.7062248498412815,0.985,0.994,0.892
4.749814803228501,0.986,0.994,0.892
4.79380849508911,0.987,0.994,0.892
4.838209664925956,0.987,0.994,0.894
4.8830220868778795,0.987,0.994,0.897
4.9282495700405144,0.988,0.994,0.898
4.973895958790064,0.989,0.994,0.9
5.019965133110082,0.99,0.994,0.902
5.066461008921268,0.991,0.994,0.902
5.113387538414326,0.991,0.994,0.904
5.160748710385909,0.991,0.994,0.905
5.208548550577661,0.991,0.994,0.906
5.256791122018422,0.991,0.994,0.906
5.305480525369573,0.991,0.995,0.907
5.354620899273607,0.993,0.995,0.909
5.404216420705916,0.993,0.995,0.911
5.454271305329834,0.993,0.995,0.915
5.50478980785497,0.993,0.995,0.915
5.555776222398876,0.993,0.995,0.917
5.607234882852032,0.993,0.995,0.917
5.659170163246244,0.995,0.995,0.917
5.711586478126432,0.995,0.995,0.919
5.764488282925877,0.995,0.995,0.919
5.8178800743449335,0.995,0.995,0.921
5.871766390733256,0.995,0.995,0.922
5.926151812475554,0.995,0.995,0.922
5.981040962380941,0.995,0.995,0.924
6.036438506075867,0.996,0.995,0.925
6.09234915240071,0.998,0.995,0.925
6.148777653810023,0.998,0.995,0.925
6.205728806776502,0.998,0.995,0.926
6.26320745219869,0.998,0.995,0.926
6.321218475812452,0.998,0.995,0.927
6.379766808606281,0.998,0.995,0.929
6.4388574272404195,0.998,0.995,0.929
6.49849535446989,0.998,0.995,0.93
6.558685659571432,0.998,0.995,0.93
6.619433458774393,0.998,0.995,0.931
6.680743915695613,0.998,0.995,0.933
6.742622241778342,0.998,0.995,0.933
6.805073696735208,0.998,0.995,0.933
6.868103588995304,0.998,0.995,0.933
6.931717276155406,0.998,0.995,0.933
6.995920165435373,0.998,0.995,0.934
7.060717714137773,0.998,0.995,0.934
7.1261154301117475,0.998,0.995,0.934
7.192118872221189,0.998,0.995,0.934
7.258733650817251,0.998,0.995,0.934
7.3259654282152304,0.998,0.995,0.935
7.393819919175866,0.998,0.995,0.936
7.46230289139111,0.998,0.996,0.936
