name,solver,status,run_time,iter,obj_val,n,m,N,status_val,scale_updates,scale,pobj,dobj,res_pri,res_dual,gap,res_infeas,res_unbdd_a,res_unbdd_p,comp_slack,solve_time,setup_time,lin_sys_time,cone_time,accel_time,rejected_accel_steps,accepted_accel_steps
germanrr,SCS-3.0,optimal,11.364357948303223,8175,45940534.41270592,10538,16060,168578,1,1,5.611353863143875,45940534.41270592,45939502.6555914,0.016687869555602877,64.4931854682299,1031.7571145214047,0.017928323033206718,,,2.8760172426700592e-05,11151.075635,207.517325,8576.730198999974,1161.0835780000018,0.0,0,0
gfd-schedulen180f7d50m30k18,SCS-3.0,optimal,373.8223879337311,19275,0.0,104477,336519,827330,1,5,1e-06,0.0,-1.3996521235980832e-06,0.01209247162389211,5.752005118510645e-07,1.3996521235980832e-06,,,,1.3557609353752331e-17,372342.52648,1428.173173,244741.20309499928,52731.96475499983,0.0,0,0
gmut-75-50,SCS-3.0,optimal,23.722105741500854,4500,-14174422.57075602,35913,38410,601861,1,3,5.067947933460616,-14174422.57075602,-14173096.295400854,5.643221041118478,20.050300118872173,1326.275355166212,,3.9812704982856214e-07,0.0,2.6877382839870844e-09,23017.995363,670.183168,19282.183255999993,1499.1250999999959,0.0,0,0
gmut-76-40,SCS-3.0,optimal,8.440298080444336,3900,-14143820.250354437,12396,14918,160549,1,2,2.1506223632574955,-14143820.250354437,-14145226.098407652,5.7189406934020415,25.033737413260386,1405.848053214845,,4.043420088896229e-07,0.0,1.2393645752456366e-09,8291.460688,142.554323,7101.291925000012,514.4561500000004,0.0,0,0
gmut-76-50,SCS-3.0,optimal,13.102258920669556,2925,-14159182.776757428,30192,32715,483504,1,4,2.4509033627171797,-14159182.776757428,-14159445.278481694,2.331860155027878,5.659263445538347,262.5017242656545,,1.646888942528287e-07,0.0,7.9363059125478e-09,12464.994011,623.744492,10399.451773999985,771.4551410000009,0.0,0,0
graph20-80-1rand,SCS-3.0,optimal,0.6620118618011475,175,-116.9999975739168,14391,62827,186030,1,1,0.731705650444908,-116.9999975739168,-116.99999750227603,2.3689641037568818e-05,6.87429353414907e-07,7.164077169757305e-08,,0.008547008546001041,0.0,1.212043798659579e-10,543.140018,111.882128,374.76216300000004,67.03041499999999,0.0,0,0
graph40-20-1rand,SCS-3.0,optimal,1.7036998271942139,175,-156.99999924777833,29359,121989,355762,1,1,0.8803643936625692,-156.99999924777833,-156.99999709375484,8.203340699759587e-06,1.4278147171538517e-06,2.1540234710147284e-06,,0.0063694267783393,0.0,1.6781598333182046e-10,1379.100096,308.853427,945.0682719999998,158.50064099999997,0.0,0,0
graphdraw-grafo2,SCS-3.0,optimal,118.65604496002197,750,35762.55709777754,9258,212713,621624,1,0,0.1,35762.55709777754,35762.502359364276,0.002480502780840737,0.0034956903094248196,0.054738413264953094,0.003411394716271763,,,1.3292562925926177e-06,55376.353846,63225.099798,53017.944644999945,1105.2611950000012,0.0,0,0
graphdraw-opmanager,SCS-3.0,optimal,17.259753942489624,525,54716.93952858158,4812,80207,231972,1,0,0.1,54716.93952858158,54716.95804696143,0.004193833501253307,0.014755448720899393,0.018518379852897907,0.0030338025302112524,,,1.44323621498188e-07,9624.692257,7613.631263,9119.677341999995,241.0630570000002,0.0,0,0
hgms30,SCS-3.0,max_iter_reached,1000.3711638450623,79575,-53575.03727808726,17304,279194,661642,2,4,0.00040013582877142717,-53575.03727808726,-53561.69939274873,18.66975072785456,0.0008013639819212193,6.94543087535056e-310,,0.08697632165551579,0.0,4.655511498530274e-08,1000018.097358,328.172035,615874.1784080091,187423.50190899885,0.0,0,0
