tau,SCS-3.0,COSMO
702.8244264308346,0.985,0.895
709.3341204987997,0.985,0.895
715.9041085964889,0.985,0.895
722.5349491787214,0.985,0.895
729.2272058728313,0.985,0.895
735.9814475265764,0.985,0.895
742.7982482564919,0.985,0.895
749.6781874966877,0.985,0.895
756.6218500481056,0.985,0.895
763.6298261282242,0.985,0.89625
770.7027114212295,0.98625,0.89625
777.841107128649,0.98625,0.89625
785.0456200204509,0.98625,0.89625
792.3168624866254,0.98625,0.89625
799.6554525892346,0.98625,0.8975
807.0620141149499,0.98625,0.8975
814.5371766280746,0.98625,0.8975
822.0815755240541,0.98625,0.8975
829.6958520834906,0.98625,0.8975
837.380653526649,0.98625,0.8975
845.1366330684713,0.98625,0.89875
852.9644499741025,0.98625,0.89875
860.8647696149245,0.98625,0.89875
868.8382635251185,0.98625,0.89875
876.8856094587427,0.98625,0.89875
885.0074914473439,0.98625,0.89875
893.2045998580968,0.98625,0.9
901.4776314524918,0.98625,0.9
909.8272894455558,0.9875,0.9
918.2542835656282,0.9875,0.9
926.7593301146883,0.9875,0.9
935.3431520292387,0.9875,0.90125
944.0064789417603,0.9875,0.90125
952.750047242729,0.9875,0.90125
961.5746001432095,0.9875,0.90125
970.4808877380307,0.9875,0.90125
979.4696670695396,0.9875,0.90125
988.5417021919574,0.9875,0.90125
997.6977642363202,0.9875,0.9025
1006.9386314760271,0.9875,0.90375
1016.2650893929952,0.9875,0.905
1025.677930744422,0.9875,0.905
1035.1779556301763,0.9875,0.90625
1044.7659715608042,0.9875,0.90625
1054.4427935261685,0.9875,0.90625
1064.2092440647245,0.9875,0.90625
1074.0661533334335,0.9875,0.90625
1084.014359178331,0.9875,0.90625
1094.0547072057425,0.9875,0.90625
1104.18805085416,0.9875,0.90625
1114.415251466788,0.9875,0.90625
1124.737178364752,0.9875,0.90625
1135.154708920999,0.9875,0.9075
1145.6687286348715,0.9875,0.90875
1156.2801312073755,0.9875,0.90875
1166.9898186171474,0.9875,0.90875
1177.7987011971193,0.9875,0.90875
1188.7076977119034,0.9875,0.90875
1199.7177354358844,0.9875,0.90875
1210.8297502320395,0.9875,0.90875
1222.0446866314887,0.9875,0.90875
1233.363497913776,0.9875,0.90875
1244.787146187906,0.9875,0.91
1256.3166024741201,0.9875,0.91
1267.9528467864338,0.9875,0.91
1279.6968682159415,0.9875,0.91
1291.549665014884,0.9875,0.91
1303.512244681509,0.9875,0.91
1315.5856240457038,0.9875,0.91
1327.770829355429,0.9875,0.91
1340.0688963639507,0.9875,0.91125
1352.4808704178754,0.9875,0.91125
1365.0078065460139,0.9875,0.91125
