name,solver,status,run_time,iter,obj_val,obj_opt,n,m,N,status_polish,setup_time,solve_time,update_time,rho_updates
QSHIP04S,OSQP_high,optimal,0.05799412727355957,1650,2424994.7047951454,2424993.7,1458,1860,5908,0,0.002074195,0.054930998,0.0,1
QSHIP08L,OSQP_high,optimal,0.5707080364227295,1625,2376042.177900816,2376040.6,4283,5061,86075,0,0.015864787,0.552020386,0.0,1
QSHIP08S,OSQP_high,optimal,0.2069230079650879,1725,2385729.1506136227,2385728.9,2387,3165,32317,0,0.0045068,0.200936172,0.0,1
QSHIP12L,OSQP_high,optimal,2.6067991256713867,4550,3018874.54548008,3018876.6,5427,6578,144030,0,0.024497219,2.577672411,0.0,5
QSHIP12S,OSQP_high,optimal,0.4032111167907715,2800,3056966.801798126,3056962.3,2763,3914,44705,0,0.004723072,0.389793971,0.0,3
QSIERRA,OSQP_high,optimal,2.871701955795288,43450,23750457.152117446,23750458.0,2036,3263,9582,0,0.002802223,2.867896098,0.0,14
QSTAIR,OSQP_high,optimal,0.8036742210388184,24600,7985452.818881145,7985452.8,467,823,6293,0,0.001056901,0.780584952,0.0,12
QSTANDAT,OSQP_high,optimal,0.36713600158691406,12900,6410.963354990416,6411.8384,1075,1434,5576,0,0.000664528,0.346475513,0.0,4
S268,OSQP_high,optimal,0.0010540485382080078,75,0.003943564768633223,5.7310705e-07,5,10,55,0,2.7079e-05,7.7081e-05,0.0,2
STADAT1,OSQP_high,max_iter_reached,8.25139570236206,100000,-28699973.00454536,-28526864.0,2001,6000,13998,0,0.002523077,8.248295872,0.0,48
STADAT2,OSQP_high,max_iter_reached,8.158836126327515,100000,-33.30712690882017,-32.626665,2001,6000,13998,0,0.003737927,8.154581065,0.0,47
STADAT3,OSQP_high,max_iter_reached,16.681972980499268,100000,-37.1188837126856,-35.779453,4001,12000,27998,0,0.00425689,16.675511863,0.0,46
STCQP1,OSQP_high,optimal,0.038069963455200195,75,155143.55472941324,155143.56,4097,6149,66544,0,0.011235259,0.024209984,0.0,1
STCQP2,OSQP_high,optimal,0.06607699394226074,75,22327.312949551848,22327.313,4097,6149,66544,0,0.020381377,0.043549658,0.0,1
TAME,OSQP_high,optimal,0.0005340576171875,25,0.0,0.0,2,3,8,0,9.978e-06,2.2446e-05,0.0,0
UBH1,OSQP_high,optimal,20.90124201774597,40700,1.116000902972225,1.1160008,18009,30009,72012,0,0.011960032,20.886632107,0.0,8
VALUES,OSQP_high,optimal,0.012543916702270508,1100,-1.3966135981668217,-1.3966211,202,203,7846,0,0.000318738,0.011541748,0.0,2
YAO,OSQP_high,max_iter_reached,6.3567962646484375,100000,8.423964337535665,197.70426,2002,4002,10004,0,0.001115335,6.343569629,0.0,3
ZECEVIC2,OSQP_high,optimal,0.0005490779876708984,75,-4.124998823008677,-4.125,2,4,7,0,1.6772e-05,5.2248e-05,0.0,0
